sponsor_ein,plan_number,plan_year,sponsor,plan_name,sponsor_plan_key,issuer_name,investment_description,asset_type,morningstar_ticker,par_value,cost,current_value,units_or_shares,page_number,row_id,confidence,pdf_stem
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,50 Edgewood 50 Harbor Lg Cap Growth Option,50% Edgewood /50% Harbor Lg Cap Growth Option,Mutual Fund,,,,993194471,,93,5,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,JP Morgan,JPMorgan Emerging Markets Equity R6,Mutual Fund,,,,27299222,,93,6,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Medley PSF PGIM Tot Ret Bond Portfolio,Medley PSF PGIM Tot Ret Bond Portfolio,Mutual Fund,,,,93798,,93,7,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Medley Empower Prev Prudential Capital Growth Account,Medley Empower (Prev. Prudential) Capital Growth Account,Mutual Fund,,,,557895,,93,8,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Medley PSF PGIM Jennison Blend Portfolio,Medley PSF PGIM Jennison Blend Portfolio,Mutual Fund,,,,2134330,,93,9,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Medley PSF Global Portfolio,Medley PSF Global Portfolio,Mutual Fund,,,,291771,,93,10,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Medley PSF Govt Income Portfolio,Medley PSF Govt Income Portfolio,Mutual Fund,,,,88952,,93,11,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Medley PSF PGIM 5050 Balanced Portfolio,Medley PSF PGIM 50/50 Balanced Portfolio,Mutual Fund,,,,453929,,93,12,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Medley PSF PGIM Flexible Managed Portfolio,Medley PSF PGIM Flexible Managed Portfolio,Mutual Fund,,,,221074,,93,13,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Medley PSF Stock Index Portfolio,Medley PSF Stock Index Portfolio,Mutual Fund,,,,991757,,93,14,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Personal Choice Retirement Account Other Funds,Personal Choice Retirement Account (Other Funds),Mutual Fund,,,,252739,,93,15,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Principal Global Real Estate Sec Inst,Principal Global Real Estate Sec Inst,Mutual Fund,,,,42610929,,93,16,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Transamerica Partners Balanced II Variable,Transamerica Partners Balanced II Variable*,Mutual Fund,,,,2655882,,93,17,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Transamerica Partners Inflation Opportunities,Transamerica Partners Inflation Opportunities*,Mutual Fund,,,,600909,,93,18,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Transamerica Partners Intermediate Bond Variable,Transamerica Partners Intermediate Bond Variable*,Mutual Fund,,,,1491479,,93,19,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Transamerica Partners ShortTerm Bond Account,Transamerica Partners Short-Term Bond Account*,Mutual Fund,,,,538409,,93,20,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Transamerica Partners Small Cap Growth Account,Transamerica Partners Small Cap Growth Account*,Mutual Fund,,,,428955,,93,21,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Transamerica Partners Small Cap Value Account,Transamerica Partners Small Cap Value Account*,Mutual Fund,,,,298668,,93,22,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Extended Mrkt Inx InstlPlus,Mutual Fund,VTSAX,,,307392105,,93,23,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Index Instl Pl,Mutual Fund,VTSAX,,,1479888441,,93,24,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Stock Index Instl,Mutual Fund,VTSAX,,,95936293,,93,25,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2020,Mutual Fund,VTSAX,,,294674783,,93,26,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2025,Mutual Fund,VTSAX,,,538060349,,93,27,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2030,Mutual Fund,VTSAX,,,677252441,,93,28,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2035,Mutual Fund,VTSAX,,,605198930,,93,29,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2040,Mutual Fund,VTSAX,,,647385054,,93,30,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2045,Mutual Fund,VTSAX,,,628963847,,93,31,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2050,Mutual Fund,VTSAX,,,591501604,,93,32,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2055,Mutual Fund,VTSAX,,,287822682,,93,33,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2060,Mutual Fund,VTSAX,,,147679996,,93,34,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2065 Inv,,,,,27319379,,94,1,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2070 Inv,,,,,6002600,,94,2,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Target Retirement Income,,,,,156702978,,94,3,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Wellington Adm,,,,,610440011,,94,4,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln Ab Vps Large Cap Growth Port,Lincoln Ab Vps Large Cap Growth Port*,Mutual Fund,,,,12686,,94,5,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln Ab Vps Sust Global Thematic Port,Lincoln Ab Vps Sust Global Thematic Port*,Mutual Fund,,,,85508,,94,6,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln American Funds Global Growth,Lincoln American Funds Global Growth*,Mutual Fund,,,,83861,,94,7,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln American Funds Growth Fund,Lincoln American Funds Growth Fund*,Mutual Fund,,,,1851618,,94,8,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln American Funds GrowthIncome,Lincoln American Funds Growth-Income*,Mutual Fund,,,,197629,,94,9,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln American Funds International,Lincoln American Funds International*,Mutual Fund,,,,126657,,94,10,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln Dws Alt Asset Alloc Vip,Lincoln Dws Alt Asset Alloc Vip*,Mutual Fund,,,,12054,,94,11,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,Lincoln Fidelity Asset Manager*,Mutual Fund,FCNTX,,,992219,,94,12,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,Lincoln Fidelity Contrafund Portfolio*,Mutual Fund,FCNTX,,,1384490,,94,13,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,Lincoln Fidelity Growth Portfolio*,Mutual Fund,FCNTX,,,4010369,,94,14,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,Lincoln Fidelityvip Freedom Target2030*,Mutual Fund,FCNTX,,,1008,,94,15,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,Lincoln Fidelityvip Freedom Target2035*,Mutual Fund,FCNTX,,,334414,,94,16,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,Lincoln Fidelityvip Freedom Target2045*,Mutual Fund,FCNTX,,,132455,,94,17,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln Janus Henderson Glb Research,Lincoln Janus Henderson Glb Research*,Mutual Fund,,,,236084,,94,18,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln Loan Resrv,Lincoln Loan Resrv*,Mutual Fund,,,,110332,,94,19,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln LVIP AM Century Bal Fund,Lincoln LVIP AM Century Bal Fund*,Mutual Fund,,,,206122,,94,20,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln LVIP Baron Grth Opportunities,Lincoln LVIP Baron Grth Opportunities*,Mutual Fund,,,,1012396,,94,21,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln LVIP Blackrck Global Alloc,Lincoln LVIP Blackrck Global Alloc*,Mutual Fund,,,,261696,,94,22,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln LVIP Blackrck Real Estate,Lincoln LVIP Blackrck Real Estate*,Mutual Fund,,,,2813,,94,23,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln LVIP Blended Lc Grth Mngd Vol,Lincoln LVIP Blended Lc Grth Mngd Vol*,Mutual Fund,,,,8811,,94,24,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln LVIP Blended Mid Cap Mngd Vol,Lincoln LVIP Blended Mid Cap Mngd Vol*,Mutual Fund,,,,30575,,94,25,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln LVIP Br Inflation Protected,Lincoln LVIP Br Inflation Protected*,Mutual Fund,,,,29357,,94,26,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln LVIP Dimensional Us Core Eqty1,Lincoln LVIP Dimensional Us Core Eqty1*,Mutual Fund,,,,209352,,94,27,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln LVIP FT Emerging MKT EQ Fund,Lincoln LVIP FT Emerging MKT EQ Fund*,Mutual Fund,,,,31871,,94,28,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln LVIP Ft Glb Equ Mgmd Vol,Lincoln LVIP Ft Glb Equ Mgmd Vol*,Mutual Fund,,,,15875,,94,29,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln LVIP Glbal Moderate Alloctn Mr,Lincoln LVIP Glbal Moderate Alloctn Mr*,Mutual Fund,,,,1816,,94,30,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln LVIP Glbl Consrvatv Alloctn Mr,Lincoln LVIP Glbl Consrvatv Alloctn Mr*,Mutual Fund,,,,54958,,94,31,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln LVIP Global Growth Alloctn Mr,Lincoln LVIP Global Growth Alloctn Mr*,,,,,46642,,95,1,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,JP Morgan,Lincoln LVIP Jpmorgan Retirement Income*,,,,,14303,,95,2,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln LVIP Macq Divsfd Inc Fund,Lincoln LVIP Macq Divsfd Inc Fund*,,,,,117395,,95,3,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln LVIP Macquarie Bond Fund,Lincoln LVIP Macquarie Bond Fund*,,,,,41637,,95,4,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln LVIP Macquire Divers Floating Rate Fund,Lincoln LVIP Macquire Divers Floating Rate Fund,,,,,1669,,95,5,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln LVIP Macquire High Yield Fund,Lincoln LVIP Macquire High Yield Fund*,,,,,112770,,95,6,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln LVIP Macquire Smid Cap Core Fund,Lincoln LVIP Macquire Smid Cap Core Fund*,,,,,302328,,95,7,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln LVIP Macquire Social Awareness Fund,Lincoln LVIP Macquire Social Awareness Fund*,,,,,61001,,95,8,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln LVIP Macquire US Reit Fund,Lincoln LVIP Macquire US Reit Fund*,,,,,333881,,95,9,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln LVIP Macquire Wealth Builder,Lincoln LVIP Macquire Wealth Builder*,,,,,15730,,95,10,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln LVIP Mondrian GL Income Fund,Lincoln LVIP Mondrian GL Income Fund*,,,,,8199,,95,11,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln LVIP Mondrian IntL Value,Lincoln LVIP Mondrian Int’L Value*,,,,,218395,,95,12,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln LVIP Ssga Bond Index,Lincoln LVIP Ssga Bond Index*,,,,,78002,,95,13,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln LVIP Ssga Glb Tac Allc Mgd Vol,Lincoln LVIP Ssga Glb Tac Allc Mgd Vol*,,,,,13392,,95,14,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln LVIP Ssga International Index,Lincoln LVIP Ssga International Index*,,,,,9599,,95,15,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln LVIP Ssga International Mgdvlt,Lincoln LVIP Ssga International Mgdvlt*,,,,,10665,,95,16,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln LVIP Ssga SP 500 Index,Lincoln LVIP Ssga S&P 500 Index*,,,,,6148660,,95,17,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln LVIP Ssga SmallCap Index,Lincoln LVIP Ssga Small-Cap Index*,,,,,466994,,95,18,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,T Rowe Price,Lincoln LVIP T. Rowe Price 2020*,,,,,1952,,95,19,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,T Rowe Price,Lincoln LVIP T. Rowe Price 2030*,,,,,59445,,95,20,,20251015161711NAL0005099105001
