sponsor_ein,plan_number,plan_year,sponsor,plan_name,sponsor_plan_key,issuer_name,investment_description,asset_type,morningstar_ticker,par_value,cost,current_value,units_or_shares,page_number,row_id,confidence,pdf_stem
06-0646973,162,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Participant Loan Fund,Participant Loan Fund,Participant Loan,,,,,,43,30,,20251009122116NAL0011444720001
06-0646973,162,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Participant Loan Fund,Participant Loan Fund,Participant Loan,,,**,"22,863,260",,43,31,,20251009122116NAL0011444720001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,BNY Mellon,50% Artisan / 50%BNY Mellon International Option,Mutual Fund,,,,225122092,,93,1,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Champlain,50% Champlain / 50% Diamond Hill Small Cap Option,Mutual Fund,,,,232897672,,93,2,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Diamond Hill,50% Diamond Hill / 50% Dodge & Cox Lg Value,Mutual Fund,,,,523336946,,93,3,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Dodge Cox,50% Dodge & Cox /50% Allspring Core Bond Option,Mutual Fund,,,,74532021,,93,4,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Edgewood,50% Edgewood /50% Harbor Lg Cap Growth Option,Mutual Fund,,,,993194471,,93,5,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,JPMorgan,JPMorgan Emerging Markets Equity R6,Mutual Fund,,,,27299222,,93,6,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,PGIM,Medley PSF PGIM Tot Ret Bond Portfolio,Mutual Fund,,,,93798,,93,7,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Empower,Medley Empower (Prev. Prudential) Capital Growth Account,Mutual Fund,,,,557895,,93,8,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,PGIM,Medley PSF PGIM Jennison Blend Portfolio,Mutual Fund,,,,2134330,,93,9,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Medley,Medley PSF Global Portfolio,Mutual Fund,,,,291771,,93,10,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Medley,Medley PSF Govt Income Portfolio,Mutual Fund,,,,88952,,93,11,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,PGIM,Medley PSF PGIM 50/50 Balanced Portfolio,Mutual Fund,,,,453929,,93,12,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,PGIM,Medley PSF PGIM Flexible Managed Portfolio,Mutual Fund,,,,221074,,93,13,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Medley,Medley PSF Stock Index Portfolio,Mutual Fund,,,,991757,,93,14,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Personal Choice Retirement Account,Personal Choice Retirement Account (Other Funds),Self-Directed Brokerage Account,,,,252739,,93,15,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Principal,Principal Global Real Estate Sec Inst,Mutual Fund,,,,42610929,,93,16,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Transamerica,Transamerica Partners Balanced II Variable*,Mutual Fund,,,,2655882,,93,17,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Transamerica,Transamerica Partners Inflation Opportunities*,Mutual Fund,,,,600909,,93,18,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Transamerica,Transamerica Partners Intermediate Bond Variable*,Mutual Fund,,,,1491479,,93,19,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Transamerica,Transamerica Partners Short-Term Bond Account*,Mutual Fund,,,,538409,,93,20,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Transamerica,Transamerica Partners Small Cap Growth Account*,Mutual Fund,,,,428955,,93,21,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Transamerica,Transamerica Partners Small Cap Value Account*,Mutual Fund,,,,298668,,93,22,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Extended Market Inx InstlPlus,Mutual Fund,VTSAX,,,307392105,,93,23,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Index Instl Pl,Mutual Fund,VTSAX,,,1479888441,,93,24,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Stock Index Instl,Mutual Fund,VTSAX,,,95936293,,93,25,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2020,Mutual Fund,VTSAX,,,294674783,,93,26,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2025,Mutual Fund,VTSAX,,,538060349,,93,27,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2030,Mutual Fund,VTSAX,,,677252441,,93,28,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2035,Mutual Fund,VTSAX,,,605198930,,93,29,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2040,Mutual Fund,VTSAX,,,647385054,,93,30,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2045,Mutual Fund,VTSAX,,,628963847,,93,31,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2050,Mutual Fund,VTSAX,,,591501604,,93,32,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2055,Mutual Fund,VTSAX,,,287822682,,93,33,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2060,Mutual Fund,VTSAX,,,147679996,,93,34,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2065 Inv,Mutual Fund,VTSAX,,,27319379,,94,1,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Institutional Target Retirement 2070 Inv,Target Date Fund,VTSAX,,,6002600,,94,2,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Target Retirement Income,Target Date Fund,VTSAX,,,156702978,,94,3,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Vanguard,Vanguard Wellington Adm,Mutual Fund,VTSAX,,,610440011,,94,4,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln,Lincoln Ab Vps Large Cap Growth Port*,Mutual Fund,,,,12686,,94,5,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln,Lincoln Ab Vps Sust Global Thematic Port*,Mutual Fund,,,,85508,,94,6,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln,Lincoln American Funds Global Growth*,Mutual Fund,,,,83861,,94,7,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln,Lincoln American Funds Growth Fund*,Mutual Fund,,,,1851618,,94,8,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln,Lincoln American Funds Growth-Income*,Mutual Fund,,,,197629,,94,9,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln,Lincoln American Funds International*,Mutual Fund,,,,126657,,94,10,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln,Lincoln Dws Alt Asset Alloc Vip*,Mutual Fund,,,,12054,,94,11,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,Lincoln Fidelity Asset Manager*,Mutual Fund,FCNTX,,,992219,,94,12,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,Lincoln Fidelity Contrafund Portfolio*,Mutual Fund,FCNTX,,,1384490,,94,13,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,Lincoln Fidelity Growth Portfolio*,Mutual Fund,FCNTX,,,4010369,,94,14,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,Lincoln Fidelityvip Freedom Target2030*,Mutual Fund,FCNTX,,,1008,,94,15,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,Lincoln Fidelityvip Freedom Target2035*,Mutual Fund,FCNTX,,,334414,,94,16,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Fidelity,Lincoln Fidelityvip Freedom Target2045*,Mutual Fund,FCNTX,,,132455,,94,17,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Janus Henderson,Lincoln Janus Henderson Glb Research*,Mutual Fund,,,,236084,,94,18,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln,Lincoln Loan Resrv*,Mutual Fund,,,,110332,,94,19,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,American Century,Lincoln LVIP AM Century Bal Fund*,Mutual Fund,,,,206122,,94,20,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Baron,Lincoln LVIP Baron Grth Opportunities*,Mutual Fund,,,,1012396,,94,21,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,BlackRock,Lincoln LVIP Blackrck Global Alloc*,Mutual Fund,AOKIX,,,261696,,94,22,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,BlackRock,Lincoln LVIP Blackrck Real Estate*,Mutual Fund,AOKIX,,,2813,,94,23,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln,Lincoln LVIP Blended Lc Grth Mngd Vol*,Mutual Fund,,,,8811,,94,24,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln,Lincoln LVIP Blended Mid Cap Mngd Vol*,Mutual Fund,,,,30575,,94,25,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln,Lincoln LVIP Br Inflation Protected*,Mutual Fund,,,,29357,,94,26,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Dimensional,Lincoln LVIP Dimensional Us Core Eqty1*,Mutual Fund,,,,209352,,94,27,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Franklin Templeton,Lincoln LVIP FT Emerging Market EQ Fund*,Mutual Fund,,,,31871,,94,28,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Franklin Templeton,Lincoln LVIP Ft Glb Equ Mgmd Vol*,Mutual Fund,,,,15875,,94,29,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln,Lincoln LVIP Glbal Moderate Alloctn Mr*,Mutual Fund,,,,1816,,94,30,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln,Lincoln LVIP Glbl Consrvatv Alloctn Mr*,Mutual Fund,,,,54958,,94,31,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln,Lincoln LVIP Global Growth Alloctn Mr*,Mutual Fund,,,,46642,,95,1,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,JP Morgan,Lincoln LVIP Jpmorgan Retirement Income*,Mutual Fund,,,,14303,,95,2,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln,Lincoln LVIP Macq Divsfd Inc Fund*,Mutual Fund,,,,117395,,95,3,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln,Lincoln LVIP Macquarie Bond Fund*,Mutual Fund,,,,41637,,95,4,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln,Lincoln,Mutual Fund,,,,1669,,95,5,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln,Lincoln LVIP Macquire High Yield Fund*,Mutual Fund,,,,112770,,95,6,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln,Lincoln LVIP Macquire Smid Cap Core Fund*,Mutual Fund,,,,302328,,95,7,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln,Lincoln LVIP Macquire Social Awareness Fund*,Mutual Fund,,,,61001,,95,8,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln,Lincoln LVIP Macquire US Reit Fund*,Mutual Fund,,,,333881,,95,9,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln,Lincoln LVIP Macquire Wealth Builder*,Mutual Fund,,,,15730,,95,10,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln,Lincoln LVIP Mondrian GL Income Fund*,Mutual Fund,,,,8199,,95,11,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln,Lincoln LVIP Mondrian International Value*,Mutual Fund,,,,218395,,95,12,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln,Lincoln LVIP Ssga Bond Index*,Mutual Fund,,,,78002,,95,13,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln,Lincoln LVIP Ssga Glb Tac Allc Mgd Vol*,Mutual Fund,,,,13392,,95,14,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln,Lincoln LVIP Ssga International Index*,Mutual Fund,,,,9599,,95,15,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln,Lincoln LVIP Ssga International Mgdvlt*,Mutual Fund,,,,10665,,95,16,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln,Lincoln LVIP Ssga S&P 500 Index*,Mutual Fund,,,,6148660,,95,17,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln,Lincoln LVIP Ssga Small-Cap Index*,Mutual Fund,,,,466994,,95,18,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,T Rowe Price,Lincoln LVIP T. Rowe Price 2020*,Target Date Fund,,,,1952,,95,19,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,T Rowe Price,Lincoln LVIP T. Rowe Price 2030*,Target Date Fund,,,,59445,,95,20,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,T Rowe Price,Lincoln LVIP T. Rowe Price 2040*,Target Date Fund,,,,8802,,95,21,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,T Rowe Price,Lincoln LVIP T. Rowe Price 2050*,Target Date Fund,,,,2369,,95,22,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,T Rowe Price,Lincoln LVIP T. Rowe Price Structured*,Mutual Fund,,,,721850,,95,23,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln Macquire,Lincoln Macquire VIP Sm Cap Val Ser*,Mutual Fund,,,,233336,,95,24,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Lincoln Nb Amt,Lincoln Nb Amt Sustainable Eq Port*,Mutual Fund,,,,244417,,95,25,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,T Rowe Price,Lincoln T. Rowe Price Int’l Stock*,Mutual Fund,,,,104984,,95,26,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Transamerica,Transamerica Large Value Opportunities Variable*,Mutual Fund,,,,8953247,,95,27,,20251015161711NAL0005099105001
11-3418133,3,2024,"’s name (employer, if for a single-employer plan) 2b Employer Identification",1B Threedigit Plan,,Transamerica,Transamerica Partners Calvert*,Mutual Fund,,,,608715,,95,28,,20251015161711NAL0005099105001
